voice day 1;voice day 2;voice day 3;voice day 4;voice day 5;voice day 6
788;1107;1081;1186;808;667
28;25;40;41;4;48
109;80;43;47;30;73
55;51;33;14;1;58
47;29;45;89;52;89
11;6;17;7;20;10
9;15;29;8;6;2
3;2;7;0;0;0
38;40;22;54;90;67
65;9;40;35;28;47
58;19;41;32;5;31
10;9;17;0;15;24
1;2;1;0;0;1
1;1;1;1;1;1
4;17;10;20;10;13
357;260;350;449;255;51
1;1;0;1;1;1
2;3;2;1;3;2
206;283;313;303;545;254
772;564;482;411;521;523
42;73;44;36;50;38
1;0;0;0;4;2
5;1;4;11;10;8
74;122;166;189;35;44
0;1;1;0;1;0
137;171;180;172;285;198
404;512;620;500;538;209
0;0;0;0;0;7
352;377;162;132;149;142
40;4;86;29;81;72
17;22;4;12;8;35
1;1;1;0;1;0
46;87;68;24;60;56
308;172;219;71;224;341
912;762;739;1136;1041;892
39;12;3;29;34;11
2;0;0;2;0;0
68;167;160;66;149;223
14;2;15;6;7;8
3;1;5;1;3;4
0;0;0;0;0;1
7;23;3;1;5;13
7;1;1;2;4;0
18;25;73;29;36;60
238;172;419;257;205;323
2;3;10;2;0;11
3327;3845;3186;2968;3750;3283
121;127;108;124;86;183
903;793;765;822;885;683
207;302;160;312;206;386
3;2;2;1;2;2
15;7;4;8;2;3
8;5;11;8;2;21
294;207;353;245;152;178
1;0;0;0;1;1
135;88;67;28;94;85
2;0;3;3;4;6
1;3;1;2;2;2
440;541;426;427;326;459
142;69;111;103;197;204
612;294;271;297;284;232
0;2;2;2;0;0
157;17;48;49;196;31
1;1;1;1;1;1
576;422;737;493;318;406
0;0;0;1;2;1
4;3;1;1;5;3
146;140;52;105;56;34
52;60;63;24;50;56
12;6;13;6;18;23
3;4;1;5;1;2
577;543;451;729;579;642
28;76;15;17;25;6
145;56;155;82;44;142
0;7;4;0;20;4
1;1;2;1;0;0
0;0;0;2;0;1
5;2;7;3;2;1
14;17;8;21;21;34
110;130;138;108;164;39
0;1;1;0;0;0
19;49;43;31;69;34
5;0;4;13;1;6
8052;2;102;97;55;18
356;289;292;339;261;288
270;327;360;453;2587;282
503;668;574;295;486;316
346;355;184;290;333;308
890;891;728;1113;804;1075
7;0;0;2;0;3
2;0;3;0;0;0
124;130;132;150;124;158
550;1412;989;1023;676;1006
0;0;0;0;0;1
0;0;1;1;6;1
6;6;3;4;7;3
58;97;42;88;47;136
0;47;14;238;32;50
33;56;34;26;39;58
25;78;40;104;53;80
65;42;109;141;45;131
80;129;219;145;176;45
1;1;2;2;1;2
11;24;4;10;18;17
20;23;17;42;38;54
27;43;25;22;61;24
1;1;0;1;1;1
22;0;26;19;21;26
436;230;301;534;247;361
111;148;278;123;192;127
0;1;2;5;0;0
5;2;2;2;2;2
667;476;568;720;484;359
129;9;25;42;65;25
23;53;37;61;13;18
13;0;37;31;21;5
170;133;51;116;161;129
13;8;15;60;16;81
0;0;0;0;1;0
586;554;808;563;656;448
767;588;505;544;904;525
2;1;5;2;4;2
4;62;12;24;22;2
35;6;23;39;29;20
1;2;0;3;0;1
11;27;8;18;17;15
4;7;2;6;0;1
2;1;1;2;1;1
3;1;2;5;2;2
19;5;4;15;20;21
276;257;282;273;164;287
4;5;3;4;3;3
1;1;1;0;0;1
4;8;16;9;2;5
1;6;9;47;19;15
136;130;136;57;51;121
509;469;924;611;315;582
3;2;1;1;2;1
0;1;4;0;5;0
4;7;24;29;24;12
288;319;310;251;428;283
2664;1800;1612;2258;1432;2472
2;2;1;2;1;1
2;1;1;0;10;4
2;2;3;5;27;6
91;110;92;124;125;170
233;123;297;156;118;185
0;2;15;6;7;2
2;0;3;0;0;1
108;75;293;134;153;116
6;13;22;1;7;13
8;8;7;2;4;2
946;511;853;723;748;754
45;101;27;57;59;38
299;435;172;238;308;163
1;1;0;1;0;0
0;0;0;0;39;0
130;120;179;87;128;112
6;4;10;0;0;0
49;32;42;56;29;38
144;133;164;69;157;188
20;31;21;1;19;9
76;301;148;182;170;243
169;65;85;79;143;131
82;161;91;126;54;46
7;3;5;5;4;5
39;63;75;50;100;57
6;3;2;2;6;4
29;29;33;48;49;22
12;18;27;14;8;30
2;6;3;3;2;4
1;2;1;3;2;4
19;10;8;6;4;142
2;2;2;1;1;2
5;6;0;0;3;0
2;1;2;1;2;1
217;229;267;231;316;433
821;83;47;190;87;30
880;149;40;180;167;209
0;2;1;22;0;1
172;199;405;233;143;252
18;0;25;15;22;9
19;20;20;10;57;23
286;193;219;99;188;173
176;392;364;251;326;314
527;579;445;361;408;456
1;1;2;1;1;1
1;49;24;6;18;26
37;18;5;4;27;12
19;5;3;2;9;12
129;87;87;33;59;34
0;0;1;0;1;3
77;126;109;100;77;105
157;166;186;54;111;377
13;91;18;3;28;10
104;85;102;83;72;69
5;32;23;2;17;12
487;414;409;564;551;637
36;27;59;25;1;24
77;46;59;68;64;63
20;0;4;4;0;1
471;425;356;535;510;577
1;1;1;2;1;1
482;367;270;637;843;610
414;235;119;247;465;147
101;136;132;119;215;145
80;19;111;93;129;113
2;2;0;0;0;2
3;1;20;1;25;3
35;13;27;24;21;23
12;3;5;7;7;11
2;1;1;1;1;1
527;301;508;714;664;367
254;286;482;467;615;462
197;102;372;93;248;236
110;38;95;85;68;78
326;576;524;420;282;344
0;1;1;9;7;1
4;4;3;0;2;6
185;312;173;240;196;380
48;99;97;99;61;79
114;111;257;74;261;168
28;14;19;2;29;9
18;12;1;33;9;13
22;8;11;21;12;51
140;3;57;0;33;14
153;90;105;83;55;58
2;4;8;10;20;6
109;111;121;32;67;177
45;29;51;21;4;28
1;0;0;1;1;1
12;3;6;8;10;4
86;65;129;57;89;169
0;1;2;0;0;1
5;0;1;7;1;0
0;0;42;9;7;2
30;27;10;15;26;26
0;0;0;1;0;0
176;165;88;139;97;146
23;58;45;8;11;9
12;1;8;12;58;35
50;99;45;109;138;65
204;271;241;237;289;185
16;10;17;4;8;11
472;54;151;164;276;186
172;320;155;204;221;256
207;372;120;201;144;212
5;3;1;0;4;1
23;8;53;9;5;23
63;101;23;73;81;84
0;0;0;3;0;1
83;153;248;175;124;108
33;2;3;42;12;2
1;5;0;4;0;0
410;611;195;453;312;298
3;6;9;5;12;7
287;306;311;352;221;244
1332;1294;1719;1391;1132;1389
9;10;7;15;15;3
9;18;23;9;7;4
2;15;29;5;8;8
20;16;3;4;15;9
1242;1078;809;749;998;1315
166;437;192;321;246;233
467;524;378;575;438;467
1;1;0;2;0;2
1;57;8;0;21;418
70;48;32;33;47;76
48;133;0;278;15;3
562;291;502;377;493;663
21;96;45;18;51;20
1;1;1;1;1;1
926;1456;1428;1117;949;866
505;442;290;427;474;404
1554;1334;1168;1384;1511;1432
325;249;376;404;324;227
7;26;37;38;26;14
0;19;4;13;12;14
254;219;329;581;327;446
3;4;2;3;1;3
0;3;22;1;12;9
1;1;1;1;1;1
180;240;17;203;48;0
311;437;243;252;165;251
398;286;467;267;387;525
341;503;575;459;321;435
3;14;0;1;1;6
1;1;1;1;1;1
1;2;0;2;1;0
1;2;2;2;1;1
6;6;8;8;4;13
33;21;53;30;20;30
30;71;45;49;22;33
44;9;4;0;12;37
0;0;1;1;2;0
492;603;607;362;602;550
2;16;10;2;1;3
26;41;93;50;18;54
8;4;9;5;5;4
361;425;376;254;318;212
63;81;72;33;50;48
194;164;268;276;270;187
0;1;1;3;0;0
25;23;27;25;13;4
881;1071;685;728;976;825
3;2;10;1;2;6
203;230;61;90;245;73
6;1;10;20;21;8
20;11;7;10;15;4
129;136;93;120;1299;15
14;9;19;2;12;14
0;4;4;20;10;4
0;1;0;0;0;1
62;29;50;69;28;26
42;41;8;14;35;16
229;206;122;354;277;141
0;1;2;0;0;0
9;6;3;8;13;9
7;2;1;4;14;7
14;11;6;13;7;4
372;276;465;266;365;276
19;7;31;50;50;19
678;550;571;402;762;914
197;332;424;460;383;216
10;11;22;10;19;24
9;61;128;22;4;13
21;0;9;19;10;16
10;18;18;17;5;10
33;19;8;33;30;28
9785;201;6;12;1;3
580;555;571;562;372;504
1;1;1;1;1;2
392;380;499;467;273;577
2156;1765;2396;1941;2345;1697
5;2;14;6;14;10
754;541;651;756;628;897
1;0;0;1;0;1
619;484;484;553;515;459
32;31;18;34;23;30
27;82;33;40;17;35
0;0;0;1;0;0
21;12;19;46;38;24
7;12;5;26;19;11
810;951;848;1128;629;692
1674;1762;1948;1726;1822;1334
0;2;0;0;0;0
730;948;995;711;426;877
660;812;959;883;722;927
132;152;82;85;102;119
111;88;31;17;83;90
251;164;159;40;248;286
6;23;1;0;1;8
21;33;6;5;1;1
1;0;0;0;2;0
26;53;6;10;5;39
13;12;6;13;2;2
0;0;2;1;1;1
19;1;73;35;1;53
181;40;83;103;103;16
247;200;160;247;177;145
135;224;148;184;142;266
41;102;36;70;116;66
72;57;100;92;58;56
34;38;4;43;23;16
57;95;38;54;90;27
322;238;240;202;182;170
1;2;1;2;0;1
142;480;257;273;277;344
13;15;18;48;13;18
1;1;1;1;1;1
6;29;21;2;21;12
3;4;3;3;3;3
87;45;43;131;98;68
0;0;0;0;0;1
59;42;33;27;46;34
431;383;243;415;586;478
80;23;42;5;58;28
0;0;0;0;3;0
7;46;22;6;14;12
621;1039;689;655;622;601
0;1;0;0;1;2
0;1;0;1;0;0
179;325;273;265;230;366
4;10;1;15;23;8
96;4;82;1;61;14
76;77;60;21;41;116
29;1;54;58;23;57
105;363;75;269;192;259
241;154;188;240;214;91
288;231;577;565;210;279
91;107;40;0;48;75
0;3;9;1;4;19
25;23;33;14;31;13
21;31;16;25;27;10
94;124;57;31;30;50
1;1;2;1;1;1
10;2;1;0;1;1
47;95;92;194;118;241
9;30;29;0;34;19
74;209;103;88;192;171
271;370;348;399;294;345
24;27;57;5;64;44
1;3;1;0;3;0
4;0;14;0;25;10
0;1;2;1;0;0
139;184;192;193;227;135
2145;1844;2120;2823;2492;2476
3;3;4;2;1;2
1;1;1;1;1;1
1;1;1;0;1;0
50;126;141;100;125;21
3;1;3;4;4;8
445;445;271;433;388;437
127;83;131;28;106;95
1032;362;669;951;683;1059
0;0;6;0;5;1
23;6;7;61;27;20
1;1;1;1;0;0
1;0;0;0;0;0
2;4;2;2;0;1
2;18;9;21;14;8
5;2;3;1;1;0
30;40;102;10;13;82
178;172;158;354;334;25
345;341;415;324;499;412
77;121;104;83;55;95
2;5;4;5;2;1
18;10;1;22;4;9
262;190;332;197;230;391
24;9;20;23;9;28
6;19;1;6;3;8
12;7;14;10;1;0
61;3;24;14;57;2
0;8;2;0;1;8
23;32;8;13;15;32
5;1;13;12;8;6
35;0;17;10;9;5
5;1;4;57;1;6
17;24;11;35;9;26
1;2;2;2;1;1
1;2;1;1;1;1
1;4;9;1;3;0
95;140;196;206;132;208
1;0;0;0;0;1
71;100;118;72;110;17
2;1;3;4;2;2
14;38;25;3;14;8
1;1;1;1;1;1
2;0;1;1;32;5
1777;1131;1365;1089;1161;933
63;49;55;35;41;25
2;13;13;17;19;25
592;826;690;1317;1001;994
2;1;1;3;2;4
1;1;1;1;1;1
4;2;1;1;3;2
99;189;177;138;44;116
200;113;148;223;240;300
0;0;0;4;1;0
8;18;9;6;10;4
459;562;324;264;478;585
29;77;13;4;31;36
13;11;7;0;5;2
1;1;1;1;1;1
3;1;5;20;17;15
94;36;64;11;31;61
14;2;6;23;9;5
0;0;0;0;0;0
37;37;82;55;85;124
1;5;0;0;5;9
20;33;37;69;30;31
78;20;40;45;51;48
5;0;2;2;5;5
5;5;1;7;8;9
21;13;11;26;3;6
17;3;22;15;6;13
1;5;18;15;6;19
5;11;16;5;19;4
7;12;8;6;5;6
0;0;0;0;2;0
2;7;8;4;7;8
68;42;33;30;21;11
77;27;127;70;99;13
1;7;0;12;4;2
69;26;46;66;130;116
16;9;18;7;6;28
108;1144;685;832;977;903
124;38;20;105;97;71
33;13;42;0;1;54
279;164;190;224;147;199
195;207;169;132;72;122
4;21;30;2;8;7
1;4;4;0;0;0
101;90;12;58;27;39
5476;4541;7016;6282;5691;4951
62;38;19;51;16;24
1;1;1;1;1;1
0;4;5;0;7;14
0;1;0;0;0;0
3;2;16;29;24;6
320;131;217;156;273;316
58;91;32;89;49;56
875;593;698;689;1003;703
102;101;155;132;151;150
0;2;1;0;1;0
1;13;9;7;4;2
1;3;2;2;2;1
13;17;12;12;12;9
1;1;1;0;1;2
768;855;562;820;520;987
1095;1291;1326;969;838;1009
3;20;11;16;14;26
4;25;15;38;5;16
2;7;2;1;0;3
6;4;8;12;22;11
1;1;2;2;1;2
2;4;1;4;1;2
5;7;7;4;8;1
212;197;307;230;258;205
0;4;23;10;28;2
12;21;3;0;9;0
3;7;30;1;12;10
162;126;26;23;19;85
0;0;1;1;1;0
1202;1659;1392;1470;1023;996
29;39;51;41;32;34
66;77;60;57;97;140
4;1;4;3;7;2
106;112;144;125;113;115
685;1095;1017;1267;1296;1278
1;1;1;1;1;1
3;1;0;2;15;0
11;24;77;195;64;81
1;3;0;0;0;0
1;5;8;3;0;4
138;112;158;30;211;133
1;1;1;0;0;1
525;443;302;236;337;358
11;4;7;9;8;1
80;26;19;37;34;41
4;14;1;8;0;1
0;1;1;7;0;0
0;1;0;1;1;1
31;12;12;7;16;9
3;0;0;0;0;4
3;1;0;0;0;67
2;16;22;25;8;16
5;2;2;4;2;3
150;446;341;129;269;216
191;243;104;66;116;59
8;15;10;20;0;27
926;1287;1562;1214;1546;1271
33;4;24;1;42;7
424;700;318;304;325;465
23;0;0;20;11;0
2;3;0;0;0;1
37;57;49;29;60;30
0;1;0;0;2;0
2;1;2;1;5;3
6;80;37;62;41;60
1;1;1;1;1;1
50;34;76;34;49;20
5;3;10;19;5;3
19;18;28;15;18;5
220;235;300;271;290;200
13;5;15;8;0;9
0;27;42;5;0;10
592;615;638;467;37;572
316;221;366;235;216;218
1408;955;1723;1676;1306;1140
6;2;1;5;3;1
2;4;3;2;1;3
13;36;23;36;22;8
22;7;19;19;12;10
1504;1418;2035;2176;1483;1452
86;101;52;80;86;33
1311;1333;1017;1578;1109;1159
1253;2168;1483;1385;1598;1557
367;260;225;417;323;330
0;4;2;0;1;58
37;5;22;8;12;11
20;2;2;7;0;8
5;0;1;1;1;135
1;1;2;1;1;1
199;81;99;139;120;51
1;3;6;1;0;5
432;409;593;563;579;224
142;69;95;158;74;117
3;46;32;9;47;7
179;410;338;294;110;190
3;3;2;3;2;0
0;0;0;1;0;1
11;21;19;12;33;13
396;342;204;438;366;464
6;6;10;9;2;2
162;370;260;103;190;158
57;72;33;55;56;176
362;281;173;234;287;172
185;107;123;157;178;136
9;2;5;7;17;8
1;1;1;1;1;1
1;2;0;1;0;0
42;54;28;36;22;29
1;0;0;0;1;0
1;1;1;1;1;1
140;222;104;59;227;98
11;0;17;5;10;0
173;216;175;116;209;158
292;20;14;7;9;16
14;9;8;13;31;13
1;1;1;1;0;1
121;82;82;159;64;119
1;1;1;1;1;1
135;176;179;59;168;31
9;5;11;5;2;12
11;15;2;9;5;1
84;156;229;214;235;248
187;478;620;461;231;204
945;821;632;595;572;1174
262;390;102;158;419;493
979;693;852;741;793;550
566;597;820;832;922;910
1;1;2;1;2;1
3;5;4;3;5;6
1;1;0;1;1;1
2;1;2;2;2;3
746;501;300;1950;2138;677
28;66;38;2;10;276
78;118;120;158;107;67
138;68;71;67;84;66
0;0;0;0;1;2
1677;1338;1529;1373;1837;828
82;98;145;130;63;120
658;910;793;953;734;1033
7;1;3;4;3;0
153;111;104;86;110;142
63;96;152;199;179;107
1;13;1;20;47;9
9;6;0;1;8;2
77;5;11;0;1;7
7;3;1;15;44;1
9;39;19;4;16;6
87;184;66;180;66;95
145;107;116;290;133;250
17;14;13;34;12;10
954;778;876;1174;1007;950
65;20;33;35;17;35
10;11;21;23;13;37
739;1143;1168;810;1170;870
37;85;56;8;62;36
231;174;284;411;503;329
4;3;2;2;1;2
317;311;231;413;197;451
6;2;10;9;5;10
3;3;4;3;3;4
520;491;671;640;609;396
37;76;96;101;24;70
4;1;2;2;2;3
4;6;4;10;7;1
2;12;14;5;6;10
73;114;69;92;433;131
41;11;49;93;23;27
7;107;4;13;36;22
87;57;100;47;141;52
1583;1223;1201;1657;2219;1618
92;13;124;83;50;24
2;1;3;1;2;4
3;12;1;7;1;7
292;209;316;108;264;158
129;196;76;50;138;82
84;11;59;21;53;41
30;3;3;10;4;25
21;8;10;17;3;6
0;1;4;0;18;6
18;26;80;26;32;68
2;4;1;1;1;1
1;2;0;2;0;2
2;5;0;4;4;4
86;86;34;26;66;95
2;1;2;2;2;2
2;1;1;3;3;2
855;1115;1174;1168;1174;1452
599;602;497;467;661;588
1;1;6;3;0;16
1;1;1;1;1;1
0;5;0;2;5;1
44;83;141;99;33;128
42;45;10;26;59;83
209;308;283;203;378;218
491;306;227;316;367;209
23;32;6;15;15;29
7;0;2;7;9;7
282;173;77;353;172;217
211;178;290;548;329;220
93;100;81;76;74;25
44;15;14;4;6;4
125;198;135;298;127;236
24;34;37;50;16;43
9;8;2;3;3;5
10;0;2;0;3;15
227;481;155;326;254;143
38;12;13;4;26;17
0;0;1;1;2;0
0;0;0;1;0;0
14;14;46;26;18;6
1;2;2;3;3;1
31;36;142;30;119;54
9;1;0;6;0;4
493;545;393;496;522;334
722;458;780;383;461;656
1;1;1;1;1;1
0;15;8;1;1;31
97;144;93;127;74;128
12;7;48;25;38;15
208;195;268;194;220;317
157;193;107;101;269;218
30;11;8;0;25;32
39;80;94;63;154;92
17;11;6;1;0;30
3;2;5;2;3;1
19;36;48;65;25;6
10;17;16;6;21;28
109;88;108;98;165;129
521;472;387;334;295;427
31;14;48;30;40;24
2;1;3;3;59;36
20;0;0;0;20;1
147;98;129;151;124;116
105;167;195;73;99;95
2;7;3;2;2;3
2;16;0;31;2;8
28;58;65;46;59;36
15;1;13;36;30;11
30;5;58;1;30;2
250;166;256;162;185;146
0;0;0;0;1;0
7;4;4;3;14;1
1258;2184;1942;1852;2024;2579
65;42;88;50;109;11
0;1;1;0;3;0
210;128;98;150;250;286
1096;1523;1043;1127;1546;2625
2;2;4;4;3;4
2;1;0;1;0;0
16;1;9;7;4;65
5;5;3;4;1;4
1;5;21;95;15;117
1;3;0;0;2;0
2;2;1;2;2;4
1;1;1;1;1;1
2222;2091;2712;2535;2320;1981
17;22;17;17;17;11
20;20;43;18;96;25
4;2;10;24;5;0
209;220;208;392;339;177
144;15;67;114;20;18
2;2;0;0;0;5
2;5;2;3;6;5
8;4;22;33;12;7
0;0;2;1;0;0
9;41;49;4;15;9
23;23;15;13;2;21
1206;1248;927;1360;750;756
0;0;0;0;1;0
12;16;8;15;5;32
15;17;9;7;15;21
4;18;6;17;66;0
0;2;1;11;0;2
57;36;73;16;83;41
3;0;1;10;0;2
5;6;244;4;22;8
233;336;346;97;179;195
0;1;1;1;0;1
477;431;425;474;381;214
2;0;4;1;1;0
3;6;114;5;0;5
44;56;58;0;17;33
3;2;1;1;2;4
30;51;69;48;55;47
31;9;6;98;31;10
64;43;12;76;22;63
29;10;46;35;17;10
20;10;5;5;3;5
709;695;828;1218;682;607
2;0;0;0;2;2
6;13;2;14;44;13
194;374;252;228;273;237
51;146;125;239;77;60
17;10;43;12;15;10
333;145;161;163;271;402
2;1;1;1;1;1
662;371;533;946;257;711
248;214;847;155;133;112
1;1;1;1;1;1
0;0;1;4;0;2
11;18;17;68;59;89
145;242;249;135;279;55
22;4;33;21;20;17
138;38;68;22;217;78
185;17;5;28;21;49
29;95;66;94;57;71
218;166;270;182;235;106
23;27;6;9;16;211
28;16;16;44;30;12
3;4;2;4;1;3
132;273;69;67;104;143
21;10;4;17;22;9
7;7;7;23;12;3
1;1;1;1;1;1
453;602;701;855;618;560
70;48;64;52;36;29
22;31;23;35;24;28
21;88;2;6;18;9
0;1;67;0;1;0
595;337;472;497;489;512
94;57;106;56;74;198
34;20;62;78;32;58
133;122;140;155;195;156
651;536;362;658;468;499
14;5;17;18;27;24
6;3;4;4;5;6
3;4;0;6;1;0
23;28;51;46;12;60
473;1077;883;701;782;686
57;61;10;22;41;12
312;195;214;193;210;164
734;1005;1192;977;1163;1605
2;2;3;4;4;2
15;15;10;3;24;9
9;2;5;25;14;1
25;95;34;20;18;4
284;242;365;191;480;310
2;2;1;5;2;2
538;613;542;216;686;474
5;4;2;2;13;1
0;0;7;4;0;0
2;3;3;3;2;3
18;56;48;59;22;25
2;2;2;1;2;1
0;1;0;1;0;0
7;12;10;15;13;9
87;129;166;27;78;90
1;18;2;4;0;0
195;306;195;149;219;238
39;51;79;136;62;84
22;30;22;5;8;11
4;0;3;2;6;4
301;128;309;436;409;350
1;10;5;7;7;16
37;142;110;156;80;103
926;1027;844;1041;834;1293
26;9;63;38;31;29
253;99;235;368;324;358
3;1;0;15;47;0
4;5;10;4;3;9
263;230;208;268;152;167
41;19;7;23;4;25
262;356;314;392;631;812
90;95;64;111;86;63
1;1;1;1;1;1
21;57;11;15;41;17
26;15;10;5;5;8
7;31;28;51;3;34
0;0;0;1;0;0
5;10;1;9;1;6
1;0;3;1;5;0
2;1;1;1;1;1
1;3;0;0;3;0
119;71;39;102;59;72
17;15;39;6;19;28
0;0;0;0;4;1
429;724;405;539;539;573
8;7;31;10;17;18
21;7;7;29;16;31
7;49;35;43;83;17
1584;888;830;1354;1183;956
21;43;17;57;24;35
1;0;0;0;0;0
45;21;102;40;73;119
146;97;51;313;132;81
7;10;30;7;8;14
16;3;3;2;19;0
9;7;8;39;25;25
0;1;1;3;2;0
2;39;4;13;23;8
5;12;3;3;12;13
1048;1190;960;1325;1427;1503
232;169;402;222;429;316
0;1;4;3;9;8
23;31;52;20;54;50
244;110;73;105;114;279
341;275;181;141;297;270
1;4;3;0;3;0
2;10;3;7;0;8
0;1;1;1;1;1
0;0;0;4;1;10
11;3;4;3;5;2
13;5;0;4;1;5
27;37;16;13;21;49
21;7;0;5;7;8
98;36;47;85;60;24
888;828;837;901;1061;1287
126;134;111;48;85;85
379;347;455;336;849;425
1;2;3;7;2;3
369;242;257;384;314;389
1;0;2;3;1;0
10;12;2;0;3;11
20;19;11;4;46;34
1;7;7;13;7;18
166;183;281;248;199;232
5;4;11;41;23;14
342;509;598;345;425;408
101;87;72;72;57;1279
1;13;12;17;2;1
9;11;7;67;4;2
950;1149;1138;1383;1433;1200
248;599;573;465;268;518
71;4;78;82;50;28
1;2;1;2;1;5
10;1;202;9;0;3
1;1;1;1;1;1
261;1504;1076;1113;1457;1307
536;614;1063;691;1080;620
1;1;1;1;1;1
0;0;4;2;1;2
14;2;1;5;6;10
2875;2664;2842;2413;2533;2476
1;5;9;7;3;6
972;1626;1352;2737;1332;1804
2160;1816;1847;1829;2326;2262
208;296;278;169;181;318
330;219;120;119;98;174
97;67;189;109;111;129
0;4;10;0;13;4
58;6;14;8;34;28
11;57;22;4;18;38
41;24;28;20;44;14
294;199;171;245;208;236
5;17;16;23;11;17
2;19;6;0;10;0
4;0;2;2;3;1
111;130;195;225;182;253
4;8;1;3;4;6
10;7;17;11;14;1
21;20;42;18;3;15
32;49;33;27;45;35
5;8;11;13;12;6
105;103;82;64;92;64
3;2;3;1;3;2
2;4;4;5;8;3
63;47;67;42;67;16
27;20;21;62;68;13
119;213;34;148;91;65
545;382;319;266;372;299
10;47;34;16;7;11
0;1;0;1;0;0
1;13;11;5;11;7
0;1;0;0;0;3
13;24;17;16;9;27
6;11;13;4;15;38
320;329;382;335;543;280
352;353;416;272;303;517
1;2;1;1;1;1
19;21;49;36;45;84
4;2;0;4;2;0
0;0;0;10;16;0
469;401;340;278;336;327
302;362;422;282;374;411
0;1;2;0;1;0
22;38;8;6;68;15
74;53;203;210;222;53
0;0;0;1;0;0
30;17;59;32;23;41
119;354;141;159;247;129
31;72;33;14;45;80
4;1;8;4;2;8
346;365;314;156;327;361
1;1;2;10;9;2
261;252;500;291;135;223
0;14;5;9;6;4
402;73;417;323;255;233
5;15;16;4;7;1
0;16;8;9;7;4
260;231;391;365;218;180
29;50;29;12;36;51
1;0;5;6;1;0
25;49;57;72;23;38
1;6;8;0;3;3
8;0;18;0;5;2
4222;4449;4195;2996;4240;3910
4;1;2;6;4;2
426;3405;366;470;384;635
19;53;61;68;56;78
515;489;406;495;254;508
4;60;11;14;18;2
1;1;2;3;2;1
14;43;55;16;6;76
755;756;1081;545;589;1017
1062;1242;933;899;572;1466
85;117;84;109;103;87
244;87;84;141;129;219
9;11;5;8;1;23
4;2;2;2;3;2
98;211;274;45;323;168
819;5262;315;490;552;506
0;0;0;1;1;0
17;19;9;7;21;18
246;307;205;284;290;219
2;2;6;3;1;5
46;0;13;71;19;2
2;0;0;2;0;0
1;1;2;7;1;0
2;6;2;1;4;3
0;0;1;0;0;2
52;87;95;54;61;58
45;94;67;27;112;49
102;95;206;121;20;90
2;8;4;2;4;6
3;4;0;2;17;1
76;70;78;43;72;36
29;17;6;5;6;15
107;169;62;232;219;165
0;5;3;9;1;2
8;11;4;8;3;2
0;1;0;2;0;28
169;137;143;168;115;123
115;24;26;63;38;41
4;3;7;2;2;4
79;69;68;124;86;106
3;0;0;0;0;0
1;1;1;1;1;1
386;540;291;653;321;737
1332;653;1388;1373;1459;2064
82;75;30;58;46;60
145;160;133;196;271;233
1;0;0;0;1;1
0;3;11;3;21;3
0;0;0;0;1;2
143;82;59;63;106;57
225;186;193;160;210;228
2;0;0;1;1;0
0;3;4;15;1;55
0;0;0;1;1;1
25;8;17;8;27;53
1;2;2;4;5;7
254;50;203;75;134;241
2;1;2;7;5;2
1183;1079;1247;1144;874;1201
4;1;0;0;0;1
28;23;41;43;21;10
39;88;17;113;46;87
0;1;1;0;1;1
266;117;222;222;462;267
490;417;385;362;281;561
121;43;22;95;32;11
3;0;0;1;3;1
356;188;255;385;377;423
263;425;664;652;530;347
79;86;179;72;128;99
70;122;85;75;98;114
27;60;36;16;37;79
8;3;41;12;16;12
0;0;0;1;2;0
13;0;18;29;11;21
160;134;105;69;225;154
16;1;4;9;10;24
0;1;0;4;0;1
7;36;3;7;20;23
89;111;31;114;119;34
121;122;59;192;87;175
28;36;35;77;55;23
1;1;1;1;1;1
608;476;589;592;510;556
5;1;0;0;0;1
2;4;2;35;6;18
2733;3237;3312;3224;2912;3065
3;0;3;24;9;2
1522;1257;948;1018;1209;1425
89;247;141;116;97;111
94;63;81;39;87;68
3;0;0;0;0;1
309;507;466;137;351;518
639;669;597;771;819;807
541;719;591;761;781;1255
40;62;67;62;30;111
23;0;15;6;124;7
1;1;0;0;1;0
3203;2292;2815;3409;2970;2718
65;29;12;96;57;39
89;20;47;85;58;25
61;24;83;90;33;91
3;1;1;2;5;0
1;0;0;1;0;0
3;56;120;1;108;178
158;162;102;189;275;150
2;1;2;1;1;3
20;9;14;13;20;24
0;2;2;3;0;1
798;847;759;1309;337;913
42;54;97;107;66;52
4;33;15;0;0;22
52;36;61;88;79;69
18;52;44;15;56;25
49;98;99;41;49;40
41;21;16;7;3;11
124;67;72;53;73;79
16;13;11;17;33;26
2;2;0;0;5;3
1;1;1;1;1;0
120;73;19;40;38;73
65;269;109;45;86;10
49;58;10;10;30;13
1;1;1;0;1;0
293;176;181;277;135;208
81;93;119;129;96;76
66;33;26;25;86;1
57;28;34;43;37;52
358;339;272;514;383;407
32;17;13;7;21;16
36;71;15;10;22;32
16;24;73;51;18;26
470;412;368;330;770;418
16;1;19;13;3;3
3;1;3;61;11;0
3;0;71;15;31;2
8;2;2;34;0;3
476;438;323;364;532;213
4;9;7;1;0;4
0;1;0;0;1;0
3;1;2;1;1;4
328;262;283;247;280;298
1;1;1;4;1;0
10;0;4;40;0;0
598;584;706;330;481;735
8;7;2;13;0;1
4;3;2;3;5;1
7;0;7;37;24;2
50;48;44;50;41;37
159;155;182;173;129;347
1;2;5;18;4;4
