voice day 1;voice day 2;voice day 3;voice day 4;voice day 5;voice day 6
171;157;265;249;224;261
16;23;46;23;27;19
0;1;0;0;0;0
25;15;25;2;13;51
62;32;58;46;28;52
108;122;149;160;117;91
12;11;14;22;11;26
4;5;0;15;0;0
3;5;1;3;4;7
13;57;25;48;27;27
5;4;5;14;9;8
705;522;815;755;489;661
342;448;254;139;285;220
135;207;176;43;87;109
2;2;0;7;3;3
2;24;7;10;6;0
63;95;93;86;25;82
4;16;14;13;10;28
3;14;7;13;14;17
5;4;5;1;0;2
34;103;39;79;48;64
15;7;14;0;10;43
45;123;50;30;50;90
0;3;1;0;0;1
1;1;2;1;3;1
81;137;73;214;114;97
0;1;1;1;0;0
4;5;2;1;2;5
128;120;110;85;127;77
4;41;25;40;34;13
108;151;243;260;310;256
1;1;1;2;1;2
47;64;56;70;94;49
263;424;198;164;220;264
117;88;100;98;169;67
1018;1204;669;1179;516;1139
11;3;11;7;5;4
231;337;444;290;248;190
1;2;1;1;1;1
2;1;9;7;4;5
0;0;0;0;0;0
107;67;47;43;41;159
17;15;16;2;14;4
1;0;0;3;2;0
3;2;3;0;1;2
1180;1432;1294;1387;1290;1563
0;3;24;3;14;34
122;270;208;74;284;201
0;1;3;1;1;9
53;59;50;21;12;44
1919;1985;1331;1430;1709;1050
92;302;103;216;270;250
33;11;25;28;26;174
89;80;238;161;35;89
190;148;99;77;248;101
3489;3774;4024;3137;3419;4081
10;12;5;0;4;4
43;24;53;26;44;61
78;13;94;56;72;63
77;64;66;71;50;70
5;3;8;0;0;9
10;6;4;3;3;5
0;4;11;0;23;82
4;4;2;0;3;0
11;8;13;19;5;10
4;0;0;0;1;1
3;9;16;11;12;13
95;51;70;141;57;97
29;12;58;46;27;75
1;1;1;1;1;1
1035;980;596;613;1182;952
189;82;137;173;175;124
133;64;59;115;139;99
629;387;773;796;932;428
1;1;1;1;1;1
5;10;15;19;12;22
2250;1873;2163;1807;1401;2226
70;152;65;76;55;125
9;6;7;16;8;10
22;28;62;35;36;36
1;1;1;1;1;1
0;0;2;0;1;0
13;5;12;1;3;12
0;3;0;2;11;1
15;3;1;6;9;13
0;0;0;0;3;0
0;3;15;1;2;0
0;10;2;5;6;2
4242;3954;4465;4717;3603;3953
20;66;95;70;63;78
1;1;1;1;1;1
2;3;2;3;3;0
761;745;691;531;460;422
1;2;2;1;2;2
30;58;68;90;41;24
8;6;13;1;4;5
502;680;361;409;367;657
10;13;88;52;32;14
2;3;2;3;3;1
61;60;82;79;95;116
320;372;242;238;341;206
509;530;371;317;472;567
71;26;121;50;52;102
247;556;569;565;458;452
191;199;138;172;133;199
1;2;1;1;1;2
25;49;35;98;71;67
26;51;28;30;44;71
7;51;28;77;33;34
1;3;2;1;1;1
7;3;13;7;7;3
18;22;4;12;22;21
21;24;25;23;21;4
428;512;514;351;385;420
49;91;85;104;65;24
1;10;2;0;0;1
1;7;1;1;0;3
140;158;70;160;25;116
82;53;90;64;137;40
75;111;136;48;56;60
1;1;1;1;2;2
40;90;17;36;1;4
0;1;0;667;3;0
147;210;162;209;249;126
44;49;51;21;48;20
5;5;6;17;9;3
173;118;113;44;48;161
883;721;612;491;1062;917
0;0;0;3;0;1
483;571;562;524;447;647
2;0;0;0;0;0
0;1;1;1;0;1
17;16;41;8;9;25
128;375;145;268;173;210
3;33;4;2;3;2
3;2;4;4;3;2
1;1;1;1;1;1
1;1;2;2;1;1
268;33;152;133;21;64
1;0;0;1;0;0
256;210;171;227;238;195
57;0;39;65;0;2
8;3;10;6;4;7
2;11;33;18;5;7
61;58;96;155;98;85
3;9;0;0;10;2
14;2;24;16;21;3
4;9;12;5;4;23
445;218;365;356;368;392
16;52;20;34;18;51
31;48;4;9;11;31
81;75;89;119;110;73
14;8;12;3;17;19
207;161;210;104;276;213
954;915;1307;1157;807;1174
1;2;5;3;2;2
437;273;425;212;216;283
155;34;56;125;112;154
1;1;3;8;8;4
3;4;4;13;1;4
1646;2436;1942;1281;1325;1697
25;22;14;6;26;32
85;67;179;25;97;146
8;11;0;29;6;11
442;292;246;503;486;380
42;14;40;12;52;11
38;65;94;69;67;34
0;8;1;14;17;1
15;17;20;8;7;9
0;1;0;1;0;1
31;27;21;27;29;17
1;1;1;1;1;2
16;14;29;26;10;41
295;298;146;397;357;223
319;236;234;389;409;227
792;572;625;548;822;846
2;1;1;1;2;3
18;16;19;7;80;86
1;1;0;2;1;2
3;2;0;10;26;7
106;97;102;97;50;41
3;0;10;3;6;3
28;38;220;241;68;69
116;230;190;196;323;193
104;169;212;111;199;355
100;83;83;41;98;84
0;10;0;4;6;1
96;192;109;128;200;94
0;0;1;1;1;0
0;0;2;4;19;4
1;1;1;1;1;0
342;378;426;377;270;456
737;613;954;507;1038;974
23;52;27;31;17;18
0;10;2;1;5;0
2;50;15;38;0;19
15;27;11;4;17;33
4;6;3;14;8;6
40;54;63;50;34;81
53;45;62;38;108;37
89;37;84;28;77;49
323;241;126;321;319;190
105;263;255;190;437;122
178;94;69;244;181;132
15;37;58;21;70;23
161;142;97;130;273;259
3;6;1;2;2;1
1;1;1;1;1;1
28;37;12;12;37;30
4;69;4;2;27;6
0;0;0;0;0;0
120;190;70;61;154;184
7;6;19;1;23;12
61;39;119;171;65;189
475;181;147;163;162;189
129;90;64;183;89;374
69;111;107;76;108;59
1;30;6;30;25;160
216;317;126;55;101;59
1;1;7;0;1;1
31;109;27;104;63;50
276;350;563;274;351;431
231;80;180;361;128;160
333;12;0;266;306;358
4;10;9;5;4;3
23;12;11;14;3;3
1;1;2;1;2;2
306;248;151;2;203;174
106;69;130;128;115;81
1;1;1;1;1;1
129;36;63;50;54;75
1;0;1;0;0;1
103;73;21;112;158;92
2;4;1;1;3;2
1036;891;1030;1107;945;1188
0;0;0;0;2;0
26;14;2;8;31;1
641;642;665;627;627;596
425;247;272;279;267;410
0;3;12;0;1;2
6;9;3;15;1;14
1;1;1;1;1;1
49;87;52;24;6;28
32;2;12;34;38;19
5829;5679;6444;1728;5546;6269
14;25;19;6;15;15
86;21;122;78;59;62
1;1;1;1;1;1
1;3;1;1;1;2
4;10;12;11;1;4
22;11;20;20;1;12
14;6;10;2;5;7
9;60;12;18;26;54
7;5;5;4;8;2
760;695;531;525;742;471
13;6;0;3;0;0
4;5;21;4;4;3
122;158;123;242;234;188
18;21;34;57;16;18
1;2;2;41;2;0
31;9;21;57;24;15
41;27;22;27;53;26
2297;1942;2314;1596;2114;2219
115;164;194;276;206;133
55;68;119;96;91;107
365;264;517;572;460;509
89;84;57;41;99;48
400;514;643;476;513;216
0;2;1;1;1;0
1;1;1;1;1;1
190;56;157;8;59;11
143;211;61;110;286;200
94;113;231;298;198;205
0;7;0;11;2;1
1;0;1;1;1;0
11;12;12;15;14;3
634;610;623;535;814;732
873;470;753;770;516;1049
323;292;378;374;244;394
1;1;1;1;1;1
0;4;0;0;0;0
3;3;3;4;1;0
106;77;93;61;89;36
242;205;264;301;355;322
3;7;19;20;2;1
18;27;28;12;45;24
18;51;19;7;47;37
7;24;33;40;26;21
498;522;241;301;221;283
1;1;0;1;1;0
0;3;5;11;2;1
0;0;0;1;1;1
2;2;3;2;1;1
1;7;12;6;13;19
0;78;33;3;4;24
34;7;25;32;23;67
44;32;39;12;17;0
178;126;374;190;388;151
0;4;5;1;1;2
275;211;163;191;252;336
1;7;3;5;3;2
106;136;184;145;290;107
1;2;2;2;1;3
3;0;0;1;2;0
464;358;288;152;536;237
0;8;3;4;5;4
1;1;1;1;1;1
1;2;21;1;10;15
0;8;5;19;0;3
4;1;3;3;1;2
253;766;728;690;766;559
309;77;189;183;149;152
0;0;0;1;0;0
20;6;19;19;39;4
5;5;1;1;8;5
0;0;0;0;2;0
155;210;95;146;72;139
3;1;2;2;2;2
1;0;3;5;2;2
16;25;4;12;21;26
71;53;20;60;86;43
175;151;213;242;139;287
30;59;100;51;48;52
51;65;50;18;564;35
346;354;350;435;339;443
56;58;87;99;102;58
1;14;8;1;0;1
39;139;2;78;0;27
25;19;69;3;1;3
139;213;131;160;160;158
1;1;1;0;1;1
14;42;1;71;31;5
25;38;49;19;46;44
1;1;1;1;1;1
6;5;15;2;1;4
35;40;25;13;26;81
38;68;157;10;40;66
93;146;57;47;95;59
123;83;98;117;60;119
59;82;236;128;130;149
141;191;159;105;235;236
30;46;26;39;9;19
397;350;596;314;192;498
1092;725;944;1068;944;860
473;465;397;340;390;496
944;1091;567;742;572;626
189;163;207;212;114;178
24;17;4;6;18;11
11;6;5;23;5;12
0;0;1;1;0;0
1091;1537;1398;1348;1380;1453
2;2;2;1;2;2
3;3;5;5;4;4
50;73;67;29;49;44
2;3;4;2;2;4
85;63;167;66;113;118
326;349;293;216;246;181
27;16;19;6;20;14
15;37;1;10;14;11
128;83;203;105;102;169
3;10;0;1;0;2
0;3;2;20;20;2
0;3;1;14;0;1
510;380;444;519;616;386
550;455;495;370;368;313
40;22;6;48;37;48
46;22;6;4;22;20
0;0;0;1;1;0
127;38;115;170;170;172
553;428;430;390;526;194
21;38;109;58;223;43
1;1;1;1;1;1
5;4;15;2;7;1
2;7;57;1;12;14
326;160;212;239;254;305
2;6;4;5;3;4
5;21;21;0;7;92
0;1;0;1;0;1
1;1;1;1;1;0
5;17;23;17;19;18
164;167;175;154;199;86
85;26;18;55;55;66
46;74;63;103;64;45
7;5;8;15;6;2
102;179;240;253;232;228
43;8;16;18;12;19
1;1;1;1;1;1
3;21;7;2;14;2
6;9;9;3;9;3
74;45;7;42;65;68
928;967;955;940;757;834
21;17;16;33;1;3
241;110;168;136;151;99
511;642;818;639;835;605
201;140;293;285;325;220
83;19;69;14;23;62
91;95;4;99;12;2
9;6;41;30;18;46
252;63;147;52;137;84
146;106;71;66;97;95
552;382;492;567;524;349
125;113;60;121;196;77
3;1;4;4;1;3
17;7;5;6;15;11
2;5;2;2;0;2
0;2;0;6;2;1
41;43;12;46;22;31
144;181;76;99;113;89
65;98;142;101;123;212
2;3;4;4;3;1
9;12;20;30;26;16
578;1216;784;694;676;794
555;804;596;558;630;797
51;27;58;78;30;76
54;31;114;46;5;149
7;9;16;12;17;20
1;1;1;1;1;1
93;100;222;246;297;214
0;2;3;0;0;0
15;46;26;28;38;19
4;4;2;2;5;2
212;351;237;161;260;237
4;0;24;8;9;45
1;1;2;2;2;3
6;7;12;10;10;7
31;58;33;15;22;28
449;325;216;278;317;408
890;714;456;1023;1020;977
13;151;0;20;5;44
272;210;161;116;193;129
0;1;0;0;1;0
48;127;63;22;73;113
271;419;353;325;566;310
1;1;1;1;1;1
1;0;3;0;1;5
108;129;51;50;20;73
16;12;3;16;7;0
6;16;8;13;4;7
12;2;4;23;24;1
0;7;2;0;37;0
765;941;784;869;862;564
699;769;950;770;1266;629
447;405;439;528;539;365
787;778;689;853;607;1216
125;54;180;79;44;170
0;0;1;0;0;1
0;0;1;1;0;1
103;54;176;114;102;164
0;2;0;2;0;0
2;1;1;1;1;1
1;1;1;1;1;1
183;262;156;225;208;137
30;7;30;48;38;14
1;2;2;2;1;1
259;514;293;88;418;285
220;0;69;134;3;7
22;46;57;57;48;38
0;2;1;6;2;0
21;24;29;30;4;18
4;17;2;7;9;9
43;415;7;22;29;164
490;572;571;234;483;340
436;720;1030;744;925;1033
5;8;3;2;7;1
33;129;44;24;83;38
203;230;70;359;179;131
1;2;2;1;1;2
21;23;35;23;15;29
0;0;1;0;102;2
23;31;30;35;9;35
20;3;67;95;21;0
7;41;7;23;0;10
51;88;107;68;62;29
12;33;7;8;53;36
218;216;200;308;276;64
5;5;1;5;0;6
12;12;14;11;18;17
425;719;506;326;260;394
0;0;2;2;0;0
0;26;16;21;47;10
3;8;4;7;5;1
6;2;1;2;7;10
1;4;0;1;2;2
1;0;1;1;0;1
2;0;0;0;0;33
0;1;1;1;0;0
0;0;0;0;6;1
1;1;1;2;1;2
1;1;1;1;0;0
3;16;47;11;4;24
4;5;5;18;14;0
206;96;246;266;101;104
209;257;125;47;285;103
140;111;293;284;220;143
31;32;42;91;64;55
0;1;9;38;1;8
93;80;67;50;83;34
9;18;19;12;13;13
211;157;258;297;189;131
13;0;1;2;14;0
1;2;1;2;0;0
754;452;586;490;497;784
0;1;1;0;0;1
0;0;0;1;1;0
11;33;18;6;8;1
33;51;27;99;52;66
11;1;36;31;28;3
1608;1409;1260;1290;1133;1307
70;46;33;57;27;41
39;38;48;27;33;30
1;1;1;1;1;1
3;4;3;2;1;2
339;238;302;307;130;416
424;284;307;546;447;180
3922;164;518;210;231;246
0;0;5;0;3;2
1;25;9;29;6;5
3;1;1;1;4;0
26;61;33;29;34;24
1;1;0;0;1;7
20;45;29;58;28;24
3265;3470;3367;2966;3388;3535
0;1;1;1;0;1
471;521;213;484;380;479
0;0;0;0;0;3
303;100;160;103;210;159
273;173;165;195;184;268
107;58;127;55;136;48
75;73;46;86;65;76
24;7;11;8;1;25
17;32;39;5;50;47
0;1;0;2;1;1
0;1;8;0;1;0
0;0;0;0;1;0
238;177;224;126;239;71
744;778;782;572;476;573
376;414;535;602;319;334
4;0;1;8;1;10
8;0;8;8;3;2
45;7;41;18;19;41
32;0;50;4;32;8
7;5;9;7;0;14
2;1;2;2;1;2
540;302;649;511;438;479
2;2;5;5;1;2
503;525;616;600;566;524
1;2;2;1;1;2
129;7;16;12;28;23
44;13;27;37;40;42
4;48;13;35;43;42
1;0;2;1;0;0
212;73;94;108;114;46
1;1;1;1;0;0
2;0;0;0;0;0
290;251;401;236;320;342
2;2;1;1;1;2
126;125;84;52;111;25
185;383;144;295;514;337
353;580;415;269;326;505
5;3;0;3;4;2
1561;1058;709;1097;962;1122
217;253;340;354;339;397
8;2;2;28;3;4
4;9;7;2;1;9
625;635;570;724;397;506
131;224;104;198;156;64
775;602;725;648;492;568
154;126;92;169;93;152
71;32;92;63;24;28
72;49;68;60;37;57
15;3;29;25;15;25
548;971;482;906;529;412
0;333;392;563;464;249
2;2;0;0;0;1
15;5;25;1;2;7
2;2;6;2;3;5
253;271;123;418;455;159
23;14;31;15;18;10
3;2;4;8;5;9
12;16;1;4;9;8
92;92;176;69;99;121
1;6;13;1;6;3
0;1;0;9;2;15
1;1;1;1;1;1
317;135;324;295;221;195
261;150;251;190;153;289
1791;3090;3356;2951;3378;3277
3;3;2;1;2;2
100;242;63;70;65;97
241;150;236;226;147;269
69;242;235;127;275;3429
11;11;15;12;8;12
8;0;5;4;6;6
46;12;64;60;38;30
75;310;175;75;147;265
70;64;65;71;69;71
462;181;210;138;127;224
6;16;14;16;14;48
0;1;0;1;2;4
34;78;39;35;9;73
273;298;176;196;386;236
1;1;1;2;1;1
4;1;14;4;1;1
243;405;226;124;211;165
45;72;115;170;107;102
2;3;1;6;91;5
2;1;2;2;1;5
92;65;19;113;64;32
1;2;2;0;0;1
14;16;10;9;43;11
0;1;2;0;0;0
576;511;327;401;232;359
9;7;8;11;14;5
5;16;7;1;3;3
11;15;17;27;29;10
53;18;48;66;42;45
17;43;144;7;51;106
0;25;22;59;5;7
6;0;3;3;5;0
1764;1447;1385;1276;1615;2385
228;307;219;264;208;227
17;36;11;28;10;8
37;14;21;9;27;6
1;1;1;1;1;1
0;0;5;7;0;2
1368;2000;1344;1143;1600;1433
1;0;1;0;2;2
825;897;780;615;565;587
551;600;662;314;428;590
64;0;59;48;35;47
26;26;30;8;18;12
2;4;2;4;3;3
452;352;376;498;532;320
29;164;84;46;89;115
38;80;94;64;115;59
0;5;85;3;1;0
1;18;37;8;17;7
10;34;27;21;25;39
1;1;2;0;0;0
8;0;4;0;2;1
4;31;1;1;4;2
15;40;17;40;18;34
651;580;528;524;841;591
513;12;283;733;559;500
1;2;1;2;0;1
325;756;752;435;1170;597
2;11;1;1;9;25
3;2;8;6;0;7
296;192;247;206;135;118
91;134;29;61;129;58
6;12;0;4;3;9
28;17;16;15;45;24
15;117;12;52;28;37
7;23;24;58;72;33
19;21;24;8;11;27
335;508;248;338;201;35
1;19;3;4;12;14
1;9;0;0;0;6
114;103;219;97;136;70
90;67;79;56;91;63
165;197;178;238;119;150
70;72;71;39;25;49
1;7;13;1;3;2
214;176;171;201;127;168
11;1;0;10;6;8
32;35;36;6;24;22
7;9;6;7;6;8
0;5;1;2;0;1
1;1;1;1;1;0
179;222;133;392;318;437
1;1;1;2;0;0
6;9;5;2;3;3
1;40;11;61;21;28
24;5;25;13;11;30
39;37;33;23;37;22
47;66;91;111;201;105
121;70;134;153;201;146
4;0;3;1;4;1
1698;2704;1629;1747;2291;1528
2;4;1;3;3;4
0;1;0;0;0;1
63;322;329;421;316;303
1;25;49;61;34;16
1;2;1;2;1;2
2;3;4;2;9;4
1;0;0;0;1;3
1;2;2;1;3;3
1035;1084;1361;1176;1566;1275
3;57;30;13;3;47
668;798;665;491;970;581
8;7;3;13;14;6
3;0;4;5;2;4
33;7;17;11;20;38
48;169;27;116;66;35
1827;1986;2894;2351;2169;1506
2;0;1;2;1;0
99;172;206;149;934;197
1;1;3;1;1;1
3;0;0;18;36;1
9;8;19;9;23;19
4;2;46;5;6;0
1;1;1;1;1;1
15;9;38;12;7;37
2;1;1;0;2;2
139;220;138;224;119;100
1;0;12;18;5;3
362;274;593;474;230;366
3;15;6;18;13;7
28;13;0;5;7;9
76;52;22;5;37;21
7;2;11;6;7;16
0;15;5;2;0;2
0;4;6;3;3;5
4;2;2;1;5;5
7;1;3;2;2;0
1;1;1;1;1;1
60;39;30;67;59;17
118;79;158;55;85;116
4;2;11;7;4;1
35;1;1;5;3;4
0;0;0;0;5;0
231;203;259;244;171;181
29;32;11;7;29;18
16;32;1;8;1;0
0;1;1;1;1;1
1;1;1;1;1;1
2;3;2;1;2;1
188;195;34;290;399;96
36;24;58;9;46;40
11;220;13;112;166;6
3;4;6;1;0;11
1121;1175;841;768;1096;1020
1;2;2;4;1;1
2;5;8;0;10;16
67;72;77;47;39;118
0;1;1;0;4;0
4;18;11;8;9;17
0;4;0;0;0;2
34;0;5;41;68;94
278;310;230;251;200;383
1;1;1;1;1;1
2;3;5;7;2;6
126;220;125;159;164;112
1;1;0;1;0;0
57;62;31;19;68;37
80;20;171;132;135;79
590;320;511;525;610;662
47;43;91;19;86;33
7;5;13;10;10;6
18;21;5;6;15;16
140;106;188;82;116;140
1;0;6;8;1;0
6;5;7;3;2;1
128;49;55;63;83;83
1;0;1;0;1;0
389;412;303;360;450;153
25;46;31;57;23;34
22;28;24;47;29;11
4;4;7;10;7;6
1086;719;1213;858;871;921
10;38;60;31;36;49
355;102;180;179;201;165
334;394;470;202;471;476
249;151;125;167;58;47
1;1;1;1;1;2
48;60;102;72;86;50
10;29;25;11;7;5
245;8;204;302;44;50
224;176;103;209;132;191
0;1;1;0;0;0
579;499;930;471;643;298
174;234;186;196;173;115
24;48;101;7;38;73
105;145;120;83;54;59
3;3;4;3;4;1
12;6;0;7;5;12
4;3;9;10;5;3
247;99;233;221;290;128
0;0;1;0;0;0
27;13;2;4;35;4
8;2;2;5;1;4
22;5;4;0;30;1
599;520;440;355;402;752
2;3;1;1;1;2
2;7;8;5;9;16
1;1;2;2;1;2
1;1;1;1;1;1
5;6;3;2;1;1
2;2;2;3;1;2
416;410;333;278;450;295
92;259;171;138;120;232
26;77;40;23;19;16
20;6;22;14;3;71
1;1;0;1;0;1
119;171;199;155;155;242
1;1;0;0;1;1
1026;1908;1322;1106;1413;1489
75;17;51;75;72;97
69;60;75;58;65;114
33;27;134;54;36;120
13;18;15;22;18;9
54;77;54;61;94;98
151;67;187;114;193;171
193;328;90;376;320;250
24;23;8;47;23;21
122;33;45;29;38;21
12;0;5;0;0;8
0;1;0;1;0;0
12;25;6;17;12;11
5;10;4;4;6;16
51;69;23;28;98;25
202;147;248;144;259;145
47;213;2;203;7;140
29;21;30;14;7;18
212;193;121;85;104;201
1;12;2;17;8;7
507;707;314;230;540;535
105;29;90;64;185;144
64;61;64;90;66;118
1;1;2;1;1;1
18;40;1;8;9;6
10;6;8;15;28;5
673;652;711;777;877;531
1459;1614;1371;1352;996;1471
40;78;29;87;77;71
77;93;96;24;106;67
2;2;2;1;1;2
5;0;3;1;0;1
0;1;3;1;6;2
34;33;17;11;17;15
39;43;57;39;39;85
4;2;2;4;2;1
617;365;330;420;506;300
37;49;89;87;5;26
120;101;21;125;192;200
1;1;0;2;1;0
100;62;171;178;162;82
20;27;22;8;3;7
0;0;1;1;1;1
9;11;0;0;23;12
0;5;0;2;0;1
107;86;160;116;120;129
2;6;6;5;11;5
1072;956;1232;1327;1200;1080
14;1;3;8;10;25
105;188;73;94;110;110
504;1;51;38;29;15
28;141;50;104;43;78
0;0;0;4;11;1
15;16;51;12;49;22
53;32;34;42;7;47
4;0;1;3;0;12
2;7;9;1;7;1
10;9;3;8;5;6
4;1;0;0;1;0
19;28;19;29;21;8
882;847;734;754;1297;708
2;1;1;2;2;1
2;5;0;0;0;0
35;38;21;52;35;6
54;24;53;41;37;74
0;0;0;1;0;0
12;6;0;0;14;40
1;1;1;2;1;1
0;0;1;1;1;0
1;0;1;0;1;1
585;1351;540;817;620;592
5;0;21;1;0;4
0;3;2;2;0;0
80;93;73;85;65;73
26;21;9;22;10;8
5;30;6;13;36;6
64;159;146;179;77;106
22;51;37;40;10;7
86;48;70;37;37;54
543;445;403;451;505;610
13;3;0;2;0;0
2641;713;663;668;637;425
96;171;195;173;228;170
24;18;23;28;10;5
50;30;85;27;56;27
61;53;140;75;80;36
3;10;5;9;13;5
1808;1835;1945;2673;1995;2330
0;1;2;0;2;0
4;17;0;1;7;5
232;239;221;107;137;297
1;16;6;211;7;3
126;78;85;75;56;65
1;7;28;15;16;12
552;400;584;393;443;546
2;1;1;1;1;1
1;1;0;1;0;1
368;204;235;292;203;308
1111;1785;1879;2129;1630;2028
32;4;26;5;16;8
55;60;67;139;36;108
3;2;2;3;7;1
90;99;90;121;165;67
288;480;188;394;434;415
41;77;166;70;186;146
0;3;0;0;2;1
1;10;5;4;2;4
46;23;113;148;91;33
19;9;19;30;19;8
32;6;10;25;3;14
68;57;27;46;93;80
11;49;29;43;37;9
1;1;1;1;1;1
64;73;103;97;133;94
1;1;1;1;2;2
2;0;1;0;0;1
2;7;2;0;4;2
3488;3153;2372;3429;2435;3184
0;0;1;1;1;2
224;355;103;176;263;267
5;9;5;3;23;22
0;1;0;0;1;1
33;58;23;18;4;2
2;3;2;1;2;1
1;4;1;2;3;1
2;1;1;1;1;1
96;90;27;40;15;40
0;1;0;1;2;1
33;16;16;18;0;21
2464;2503;1795;2520;1949;1992
3;15;1;6;0;0
27;33;42;25;48;59
4;22;14;16;6;15
2;3;2;2;4;4
1;3;2;3;6;15
101;92;115;170;189;119
46;118;95;53;76;48
101;146;90;113;32;126
41;77;44;51;70;47
524;504;567;709;749;495
10;11;0;5;8;18
34;33;31;1;22;20
3;3;4;4;4;1
1;0;1;2;0;1
20;9;18;7;18;12
7;11;31;4;24;21
125;78;112;112;198;90
8;2;6;9;1;9
333;355;334;452;301;307
1412;1318;1393;1173;1140;1220
107;28;156;131;113;154
26;20;8;54;11;25
880;478;616;1047;506;858
695;988;791;2476;925;454
18;6;7;7;6;6
132;166;233;230;208;50
21;0;4;18;12;1
161;238;224;124;303;340
360;340;233;263;158;303
329;304;294;356;342;360
0;41;15;20;20;22
143;331;370;304;106;289
2;2;2;0;1;0
493;634;340;922;807;670
3;14;6;1;3;8
26;1;5;15;14;3
2;2;1;2;5;1
33;107;42;42;54;97
705;845;702;842;899;794
2;3;7;10;23;31
1;1;1;1;1;1
169;172;316;122;149;254
1;1;1;1;0;1
8;14;7;7;2;5
11;0;12;0;0;0
5;1;3;10;2;4
3;7;75;0;1;2
1;0;0;0;0;1
658;600;553;710;974;560
0;4;15;1;16;4
233;121;225;268;251;223
1;1;0;1;1;0
15;17;1;2;10;6
13;10;15;38;17;39
404;294;274;546;448;264
33;7;33;32;14;10
171;91;176;113;156;146
63;59;40;50;34;116
24;30;20;21;43;25
5;8;1;17;17;14
0;0;0;0;1;0
65;10;8;26;15;15
7;16;18;4;4;10
127;71;86;83;124;136
7;24;8;21;10;12
1;1;1;3;2;1
50;41;53;87;65;105
847;765;946;1219;605;639
25;34;34;29;57;34
1;3;2;2;2;2
600;602;853;583;520;376
7;15;8;0;16;2
313;33;5;18;46;23
19;2;1;0;1;1
137;58;119;47;105;64
3;2;4;2;1;1
543;299;781;313;337;647
2;0;1;0;2;0
1;2;3;2;4;2
0;3;2;0;0;1
3;6;3;10;4;11
2;12;1;2;3;0
3;2;5;3;4;2
1;0;0;0;3;1
1;1;1;1;1;1
1154;943;1182;1550;1149;1379
10;1;1;0;0;7
13;4;1;9;14;3
48;17;24;7;13;24
118;61;86;37;224;203
47;82;126;144;95;243
1706;1656;1120;1342;1348;1959
1;1;1;3;2;1
2;14;37;6;3;7
14;2;1;20;15;49
94;121;96;41;70;212
0;2;3;0;3;3
599;835;823;578;714;865
22;1;0;715;9;2
488;479;352;260;392;406
4;16;8;28;10;10
260;293;208;244;153;324
1;1;1;1;1;1
607;1051;720;323;701;488
16;61;17;0;47;14
10;2;27;7;7;18
0;1;0;1;2;1
48;25;36;22;34;47
18;16;36;14;27;5
1;2;1;1;1;2
13;17;10;5;25;13
1;1;0;1;0;1
167;197;134;90;61;163
15;31;58;31;27;30
1;15;23;11;10;5
295;146;236;139;59;169
0;0;2;3;11;0
7;1;84;3;1;6
287;126;144;303;168;346
8;6;7;13;1;5
164;157;299;133;109;136
5;0;2;0;0;1
110;139;69;36;54;48
2067;2588;2978;3294;3476;2660
43;14;35;55;39;37
1;1;1;0;0;0
95;77;64;39;67;35
44;23;29;10;4;40
102;149;28;161;55;194
14;19;19;21;36;23
1;5;2;2;1;3
71;3;41;22;51;59
7;9;8;6;6;6
0;3;7;124;43;118
1950;2516;2016;1953;1763;2103
1;0;0;2;0;2
2;2;6;0;5;5
124;51;35;14;30;31
13;16;5;1;6;4
65;44;117;50;93;43
38;68;38;39;61;50
1;3;3;3;11;37
29;14;26;56;17;25
1;1;1;1;1;1
522;434;324;446;678;530
8;1;0;0;2;0
9;10;6;8;15;1
3;2;2;1;2;2
7;8;31;4;16;15
1;3;0;1;0;3
1;0;0;13;0;0
12;4;10;12;22;12
85;224;137;237;112;253
24;0;0;19;18;5
12;11;19;8;5;30
4;2;3;6;3;3
8;29;70;27;43;25
1;2;1;2;2;1
75;17;84;95;37;41
1;2;0;1;7;9
126;200;137;237;172;246
1;2;1;1;1;1
1;2;3;0;1;0
11;10;7;12;11;34
0;1;0;4;1;0
21;47;24;39;30;11
139;156;214;114;192;206
29;14;47;7;34;19
69;40;22;108;85;102
0;2;0;1;2;3
3;5;11;12;23;2
5;1;2;4;1;6
37;70;144;37;60;72
14;28;19;9;27;10
0;3;10;0;0;2
0;7;4;24;5975;178
0;15;11;8;1;17
3;1;0;1;0;1
160;148;78;228;92;99
0;0;12;2;38;1
3;7;17;16;9;17
0;1;1;2;0;9
178;283;214;225;378;316
9;7;17;16;2;22
160;220;239;295;206;121
170;43;56;93;109;23
337;384;178;373;344;296
17;43;31;18;28;4
479;312;478;547;427;340
730;866;384;754;432;717
382;451;488;388;280;285
290;149;498;450;567;182
1;1;1;1;1;1
91;113;25;95;100;128
0;2;2;0;0;0
1;1;1;1;1;1
13;76;67;36;45;29
0;1;1;0;2;0
555;446;343;634;422;580
138;181;179;135;297;112
53;45;46;37;68;110
143;202;104;80;144;75
210;124;292;260;165;243
51;39;50;34;54;51
5;6;5;14;6;21
79;162;41;77;56;68
86;243;88;180;209;143
7;3;3;4;1;13
1;0;1;0;0;0
1;1;2;1;2;2
0;1;0;0;0;4
75;68;213;116;148;95
2183;2484;1494;1909;1426;1956
78;25;111;116;85;73
2;2;1;5;1;1
6;0;2;16;37;1
3;10;3;0;22;5
61;21;70;53;49;7
93;130;61;139;48;102
